,star,reviews
3364,5,this phone is very good in this price range but i think samsung should also add samouled display in this and also should give a good charger in the box btw the phone is awesome
3365,5,Good mobile all over good thing that not hanging. Battery is quite good display nice touch awesome.
3366,4,"I gifted to my father &he is so happy.
It's my Father's 1st mobile.
And I am so happy that he likes the mobile.
Good performance
Good camera
Good battery
Good looks."
3367,5,One of the best handset for ever I like it good product nic look smooth processer valuable product
3368,3,"I you want to buy a good smart phone in Samsung
At this segment just try M series
A series is worth less"
3369,5,"Good product best price battery , torch great thank you flipkart"
3370,5,Good Quality 👌Big Battery Thanks You Flipkart
3371,5,Good quality ? big battry
3372,4,Only 4 days charging pick up
3373,4,"Value for money..purchased it at a price of 1399 only.Very good deal.Very good for the senior citizens.
Big battery 3000 maH, wireless FM, torch."
3374,5,Very good
3375,5,Verry good mobail
3376,3,Don't go with this am really disappointed on this. Battery backup very worst
3377,5,Battery is just 1500mah
3378,5,Nice
3379,3,"As compared with the older classic phones this one disappoits me.

The Good
+ Feels quite good to hold
+ Body is well built
+ Body is not scratchy since its matte finish
+ The Nokia UI

The bad
- Voice leakage is a main concern. The phone has only one speaker which faces back side, So when you are talking you are actually hearing from the back side than front side which is quite irky. Also this makes things audible to ppl around well rather than you.

- The ringer volume is not really good l..."
3380,5,"Its a nice phone. Purchased it for my mother who liven in my native place. Found it very convenient for her and she loves it also. The phone offers all the basic functionality expecting from a cell phone.Nice colors and good hand grip. Definitely recommend this to any one who wants a a simple alternate phone.
Chinchu"
3381,1,"one advantage is weightless,easy messaging. but calls when received have no good voice clarity, low audible while hearing, but very compact ,easy portable,"
3382,5,"I'm a die hard fan of nokia irrespective of the technical issues.

I have purchased it as a second mobile nokia 105 (cyan) (not in flipkart, directly from retailer). I'm having my first phone nokia C2-01

review about 105: Found so stylish. the backside of the phone looks like a smart phone of nokia lumia series.Battery back up is very good, easy handling, good torch, easy access to everything. can add shortcuts in the go menu.

Best for the one who wants to spend time in relaxed manner, with..."
3383,5,"I bought this phone for my Farmhouse watchman. He know only to attend and make calls. For him, this was a good phone

1. Light weight
2. Many Regional language - useful for people who doenst know english
3. good battery backup
4. Decent ringtone sound and voice volume.
5. nokia brand

This is a good basic phone for making phone calls and texting."
3384,4,"Got this phone for my mother, just for calling. And it is exceptionally brilliant in that. Voice Leakages do not occur. It is a misconception.

Pro's:
1. Great Value for Money.
2. Torch comes handy.
3. All basic features full supported.
4. Icons are brilliant(NOKIA UI).
5. Great battery Life.
6. FM.
7. Extremely Light weight.
8. Form Factor is great.

Con's:
1. Small screen, rather too small.
2. Loudspeaker audio quality poor.

Flipkart delivery very good. Although it was better before in Ko..."
3385,4,"Value for Money !!
I wanted to buy a cheap and good phone, and this phone fits well for that requirment.

Pros:
1. Value for Money
2. Good Battery backup
3. Performance matches devices.
4. Thin and light
5. Smooth Interface

Cons:
1. famous brand"
3386,4,"Very good one .. value for money and good looking ....
I needed it as in my project camera phones are not allowed and this was best suited, excellent battery life too ..........."
3387,5,"The battery life of this phone is amazing , its a bit more than a basic phone..loaded with features like a torch ,fm etc ... Its very very light and a rough and tuff phone , with a water resistant pad. At the price of rs 1099 its 100% value for money , Am totally satisfied .."
3388,5,"I was in search of a mobile with long battery life. What I feel is the main purpose of a phone is to talk with a person in need. Taking photo, playing games, watching movie and using internet is secondary work. If the primary purpose fails, all intention will be failed. So it is a nice phone, with clear voice quality and high battery backup. Flipkart delivered the item in time and package was good."
3389,5,This mobile is super cool its function is amazing it is very wonderful mobile under budget😍😍😍😍😍
3390,5,Best product with reasonable price. You can afford this phone in your budget I will suggest you to go for this.
3391,2,"Severe OS problem in this mobile...
1. Whatta mobile..?? very basic function CALL CONFERENCE doesnt display..!! if someone puts u in conference call it wont display..
2. No notification light .. front flash available only for camera not for notifications..
3. No option for dual apps like redmi..only single whatsapp or FB can use..
4. Split screen works only for whatsapp not for other apps..
5. camera clarity is just ok... battery takes 4 hrs for full charge..
6.Display clarity very worst..wal..."
3392,4,"This mobile phone is awesome for below money 👌
Display resolution good but grafic is not good
Because PUBG Game not see clearly so that's good mobil or money value,👍👍👍"
3393,5,Nice mobile battery camera display mobile phone nice
3394,4,Not excellent but good
3395,5,So good phone tecno
3396,5,Very good product....
3397,4,Exilent phone in this price range
3398,5,Super camera
3399,5,"After 7 days uses my review of this phone

1. Phone looks is awesome (ocean wave) colour is
best.

2. Battery backup is wonderful 5000 MAH is inough
For long lasting usage but charging speed is slow.

3. Display is big (6.6)inch but it is only HD +display
not full HD+ display and display quality is average.

4. Punch hole camera is attractive but this is only 8
MP camera or selfi is average.

5. 13+2+2+low light sensar total 4 camera in back ..."
3400,5,"Great phone in this prize.camera,display,ram,memory, battery & all things about this phone is superb ..btt its not a gaming phone bcoz of its prossesser.if u dont play heavy games like pubg then u should go for it"
3401,5,"Everything in this phone is awesome
Battery is superb
Screen is wide and long
Camera qualities in this price range is awesome. You will able to capture photos in low light because you will get low light sensor
Screen display is good
You will be get DTS sound quality which will give you theatre like experience. You can customise DTS sound
You will get back and front both side camera flash
Notification light also turn on when you will charge it
You will get phone cover and tempered with it..."
3402,5,"Well deserved phone in this price ..camera, display quality are so good , i suggest everyone buy this phone than others ...in this range superb ....thank you flipkart...fully satisfied with this"
3403,5,"Very nice phone at this price.
I loved it.👍
Good battery life but charging is slow.
I would suggest Infinix to improve the processor next time.
Overall the phone is brilliant. ❤️👍😘"
3404,5,"Stunning battery life, nice camera and larger display. That's what you can expect from Infinix Hot 9. You can't expect best performance."
3405,5,Awesome phone nice display big size actually value for the money go with it camera is also good on this price this is awesome smartphone
3406,5,Surpringly one of the best performance in mid range mobile. In past I was using Redmi 5 and Realme 2 pro but didn't get such a smooth OS and UI. Undoubtedly this mobile is much better than Realme and MI in mid range mobile segment. The USP of this product is the look and feel which I never found in mid range product. 100% recommend product.
3407,5,"Best phone for students who study online. Big battery give you best backup. BackCamera Is very Good but front is little fake . Design is awesome . Display is better than Redmi and realme phone as compare to this price range . HD+ display but it can play 2k,4k through mx player . Dts sound system is Good for speaker but it is average when you use earphone . So many swipe gesture features is amazing and also the XOS is very smooth . Punchh hole display camera is latest 2020 model .overall best ..."
3408,5,"Very good , camera is fantastic very nice display quality DTS sound is really amazing like its all futures his big screen is very nice his photos really amazing , super fast fingerprint and facelock is super fast processes is enough for gaming and for normal user"
3409,5,"Tell u truth

This phone i am using above 60 days and

Its very good phone 120 hz very smooth

All youtuber say its bulky and heavy but i am use
This phone there is no issue to his wight
Its battery very powerfull 6000

And charge fast very fast trust me guys

Gaming good cod(rip pubg😢) is like makhan

And cameras are also great performance

And last this miui 12 its very cool to use
And 2 days i am using this phone there is no 1 ads
No one

If u want new phone blindly purchase thi..."
3410,5,"So guys it's been a week since I got the the and it is a brilliant phone.
First of all the thing about the weight of the phone is no issue at all , the in hand feel of this phone is really good so don't worry about the weight and size .
Secondly I haven't seen a single ad since I started using this phone plus the performance is really good on this one. Camera is good too and the 120hz is cherry on top.
I am satisfied with this product and thanks flipkart for quick delivery ."
3411,5,"Writing this review after 3days. Here is my experience-

On hand feel: yes this phone is a bit heavy. It almost 300grm including case and temper glass. Though it's not any issue for me.

Display: earlier I used 60hz LCD display. Now this is something extra smooth! Display is big, colors are crispy, brightness is good for normal use unless you using it under harsh sunlight.

Battery: I don't play games. I use it for social media Or multimedia. I use it for whole day including 4-5hr screen on..."
3412,5,"Awesome phone for photography..
Screen size is good
Touch is good
Performance is average....not as poco f1
Batter backup is awesome
Very very fast charging.."
3413,5,"Awesome phone with outstanding camera awesome features and good processor.........
Love this product 😍"
3414,5,"Phone camera is awesome 5/5
Battery backup is good enough 5/5
Front camera is not good 3/5
Speakers are very loud and stereo sound good to hear 4/5
120Hz refresh rate is awesome i like it very much 5/5
little bit vibration problem when full volume 3/5"
3415,5,"Good camera quality, grt battery backup, look is osm i really loved it, i give my revew after 1 month experience, ❤ love the mob. & yes fast dilivery & good packing also thankuu flipcart"
3416,5,"This phone is for those people whose are daily users and not so into the luxury types. Basically u can do everything u need. I would refer this phone becoz of its simplicity in user interface . Also for its big battery and 120 hz refresh rate. With the specs in this phone alone u won't get any other phone with this price range. Seriously just go for it. Just becoz it doesn't have a amoled display, it is criticised a lot. Believe me it doesn't matter when u binge watch. Hope u will see throug..."
3417,4,"I like in phone
1 camera is awesome in this price better then realme note 7 pro
2 battery is good no issue
3 good for gaming no issue
4 sound quality is good ,loud and dual speaker is also good
5 astrophotography using gcam
I don't like in this phone
1 overweight and bulky overall design is not good
2 not feel handy in hand
3 slight vibration on back panel"
3418,4,"Phone is awesome, but very slow delivery by Flipkart i am very unsatisfied for its delivery.
1)Battery is 6000 mah, don't think it goes for 2days for heavy user. It's only 1 day & for light user it may taken 2-3 days.
2) Phone is slightly heavy.
3) camera is awesome you will love it
4) Sound quality is too good with high pitch, so when you play a song with full volume your phone may be vibrate due to double speaker.
5) Performance is nice you can install lot of application.

Overall it i..."
3419,4,"If you expecting a old Nokia experience this could be quite not gud. In look wise and battery wise okii., search well before buying this product bcaz u can't return this product. Expecting better versions on feature phones in future."
3420,5,1 number mobile
3421,5,My first choice Nokia
3422,5,Excellent...gifted this phone to my aunty...she loves it so much...👍👍👍
3423,1,"After 1 months of use, the mic does not work properly. The network also disconnects sometimes without any reason - I thought this could be the SIM and I used a different phone for a week and I got no issues with the SIM.
People buy these phones for 1 purpose only - phone calls. And This phone has lots of good features(good battery, strong, etc) but the phone calls. Dissappointed."
3424,3,Very good not bad
3425,5,Nice
3426,5,Nice product..very impressive
3427,5,Cool phone thanks for flipkart
3428,5,Good
3429,5,It's value for money. Nice phone. Nice camera . Overall a nice and good pick from the ocean of mobile phones.
3430,5,Very nice phone and so beautiful camera and beautiful phone metal body and powerful battery backup
3431,1,"Not a value for money. Please don't purchase this product
Camera is average not best
Display is normal not brilliant quality. you must be prefer super amoled display in this price segment
Processor not as expected"
3432,5,"Great phone.Bindass buy.

# Support 4G on both slot
# Good battery.
# Good camera quality"
3433,5,good phone and pubg runs smooth ram optimization is also superb.😍😍😍🥰🥰🥰🥰😍😍😍
3434,5,It's Amazing desine.. very nice.
3435,5,Hot mobile 📱🙂 I'm so happy 😍
3436,5,Nice phone ulitimate value of money
3437,4,Nice product
3438,5,"Nice products,👍📱 good looking"
3439,5,Well good perform all function I am satisfied😊 using it. Good work acoroding this price.
3440,5,Nice
3441,5,Very nice phone 👍 Superb rainbow silver colour is too good.nice camera.worth every penny
3442,5,Best
3443,5,Good
3444,5,All over GOOD
3445,3,Nce products but battery life bad
3446,5,Nice Mobile but Battery backup Low
3447,5,Wonderful ✨products
3448,1,It has been 6 day and it started showing charging problems. It does not charge. Very poor quality
3449,5,"This phone is worth the amount
Probably I'm giving this detailed review after a week of use.

This phone gives a really good battery backup if your a normal users like me , but first things first this is not a gaming phone , you can play pubg and you will find lags even if it's not in hd graphics.

The 12+2+2 mp cameras can capture a really good photos and it also has portrait mode , 6x zoom and macro lens which I find coordinates perfectly.

The selfie camera (8mp) also provides amazing se..."
3450,5,I am very happy to buy this phone . The product is great . Camera performance is nice .
3451,5,Super nise camera and front camera very nice short and display is full clear HD+very nise good mobile phone.....
3452,5,Awesome thanks for the delivery too long. This Coran Time ur delivery support very peaceful feeling thank you so much flipkart nice products
3453,5,"Good and nice
It is gifted to my sister in law
She is so happy to see this phone 😍
Thank u filpcart"
3454,5,Awesome phone with best emi and thr delevry boy is also great guy thnks flipkart nd thnks great offer and relations with us
3455,5,Nice pic and battery nice update nice camera picture oppo a31 rocket awesome
3456,5,It's was quite amazing.. main problem is with camera .. the quality of the camera is quite not ok .. Soo if you are a person looking for an Android latest version mobile with good battery backup and a nice beautiful display quality then this would suit you .. and for sure it's value for money
3457,5,"What is the product,very good camera,very good battery,very good 10 w quick charge,very good display with picture quality,l am speechless for this phone thank you flipkart for offer this mobile me and thank you oppo for launching this phone . Thank you soooooooo much"
3458,5,No-nonsense phone with decent camera and performance and good battery backup.Build quality feels elegant like that it stands for years.Software interface and customisation options are also upto the mark.
3459,5,Best budget buy with intermediate specs.... Happy with the purchase.... Performance is good and camera also good ad well as night camera performance.....in last it is best buy......
3460,4,"After using for week

The processor is quite fast and easy to operate.
Camera quality good.
Battery discharges soon
But charging of battery takes place within 45mins.

Overall worth to buy."
3461,3,"The camera is not that much satisfactory. Photo seems like is in hdr mode.
Display is quite okay, though Mi could use corning gorila glass five.
Battery is enough.
performence is good but the processor could be better than that.
I think it would be better using glass in back.
The fingerprint scanner is too fast.
Look is totally eye-catchy.
Light weight.
Speaker is awesome.

Thats all. You can go for it, cause its totally value for money."
3462,5,"Superb product !
It is very smooth and very fast and camera quality is very good, I like the product very much."
3463,5,Awesome quality
3464,5,Nice 👍
3465,5,super phone
3466,5,"superb performance.. 😎
selfie + rear camera📷 awsome 😍"
3467,5,Absolutely Gorgeous And 1 dum jakkaassss camera awesome battery good performance Is Absolutely Jakkaassss
3468,5,Super Mobile
3469,4,"On a scale of 5

Appearance - 4😍
Weight - 5 light weight🤩
Rear camera -3.5 (Rear camera is 12 MP only. 48 MP is quad camera used for pixel zoom only) so not truly happy with the pixel size mentioned for sale of the product.😏
Front Camera - 5 (Good for selfie with required AI features)
Camera smart AI features are 5*.🤩
Processor - 4.5 (460 Snapdragon works great for gaming and multi app switching)🤩
Expandable memory - 3.5 (best till 256 GB then gets slower)😏
Display - 5🤩
Resolution - 5 ..."
3470,4,Decent camera...but has a good battery backup..Display is superb ..looks rich ..
3471,1,"Motorola has made a good effort to provide a phone in this price range. Overall phone performance is very good in this price. Display is good, battery is good, looks so good, new type of back going feature is nice, Misty blue color is awesome. But they're some issues with the phone which I want to share. The camera quality is very poor. If take a photo in sunlight is good but in little bit in dark photos are very bad. Camera quality is not up to mark. If I think 48 megapixel will work no it w..."
3472,5,In this price range this is one of the best smartphone available on flikart. The camera is also good with night vision available.
3473,1,"The phone is very bad in all aspects . To start with.

1. Camera : The cameras both front and Back are very bad , blurred and low light and no clarity. They never had proper colors.
other brand phones in the price range are very good
2. Poor display and bad colors.
3. No proper Battery back up

4. FlipKart: Product look's like a duplicate product, and flipkart return policy is worst, there is no returns and refund for the product purchased

My humble suggestion please do not see the ratings..."
3474,4,"Bought moto e7 plus..... And I m quite impressed with the camera...with crisp details and good dynamic range. Genuinely this is very honest review....
The portrait of both camera is quite good...with good edge detection and natural blur... . In daylight d low light conditions it outperform....My old redmi note 9 pro and 9 prime...
Night portraits are too awesome.... 👍
Camera
Daylight 5/5
Low light 4/5
Battery 5/5
Performance 4.5/5
Audio 3.8/5
Value for money phone if u r camera lover... G..."
3475,4,Best budget friendly mobile from Moto. The display is quite big and not fit in one hand easily. The camera is much better than Samsung mobile of same range and battery performance is good too.If you like big screen with in 10k you can go for this .
3476,5,"Moto E7 plus classy product! Mind-blowing purchase for this money! Moto being my favorite again filled my needs! Already using Moto G8 plus both are up to the mark what I expected!

But delivery wise, Ekart is better delivery courier and not Blue dart,
BlueDart does not give any updates, delivery tracking is very poor, all of a sudden only one message I received that product is out for delivery! Most of the time use to get through EKart and now this is BlueDart to give worst delivery experien..."
3477,4,"Thanks to Flipkart for excellent packaging with advanced delivery as l have uploaded pictures of my product...Camera is not at all bad, battery nice also..but the signal quality is,it seems to me, little bit poor..May be l am wrong...overall the product is under satisfaction.."
3478,4,"The display is good, the phone has good weight, feels solid in hand, the processor is decent for day to day use(browsing, internet surfing, etc.) I brought this for my mother and she is happy with it."
3479,4,"Bought in first sale with exciting 😀 got the phone on 12th april
Finally this mobile is super phone..! Let me tell you pro's & cons

Pros :
SD 860 PROCESSOR PERFORMING LIKE BEAST
SUPER GAMING EXPERIENCE
NO HEATING ISSUES WHILE PLAYING GAME
GOOD BATTERY BACKUP
CAMERA IS DESCENT IN THIS PRICEPRICE (samples posted)
120 HZ REFRESH RATE IS AWSOME EXPERIENCE
STEREO SPEAKERS IS LOUD 🔊
EVERYTHING LOOKS GOOD

CONS :

DISPLAY IS GOOD BUT NOT VISIBLE IN DIRECT SUN LIGHT
BUILD QUALITY IS AVERAGE B..."
3480,5,"If you are looking for a performance based phone, then go for it. Nice Performance and very smooth display. Little heating occurs at camera side while playing games and no other issues.Overall it's an outstanding phone in this price range. Thanks Flipkart for the fastest delivery."
3481,1,"People who are looking for gaming phone with great performance and smooth running this is the phone for you, but if you are looking for stunning display, camera then this is not a good option though....no lag in phone absolutely smooth and heads up it's heavy also !...........Review after using it for an week nw, touch isn't good sometimes and it's not responsive"
3482,5,"This is my detailed review of the Poco X3 Pro(8+128) after 10 days of usage

This phone is unbelievable and amazing at its price range!
Pros:

Performance: With the Snapdragon 860 Chipset, it's an amazing phone to have especially for gaming, with the high speed and RAM daily usage is amazingly smooth and fast and very comfortable to use.

Multitasking: this phone is very good at multitasking multiple apps, I've been using it and was very usefull when shifting to different apps especially du..."
3483,4,"Honest Review:

I have been using this device for almost a month now. Here are things I want to share with you

Pros:
->Superb Performance, 860 or I must say an over-clocked version of 855+ (855+ was released 2 years from now,
Marketing strategy: OP)
->120 Hz display makes it super smooth
->Speakers are loud, good for gamers stereo speakers are present.
->Battery Backup is good
->Liquid cooling is decent.

Cons:
->Frames drop is rare but it happens.
->If someone is saying that this phone d..."
3484,5,"I am a professional mobile competitive player , didn't expected this phone so be so damn good, I mean you can run 5 apps on the background and play your games on highest graphics while recording without a single second of lag, the camera is not the best but i would say average, the display is bright enough with crish contrasting colour for day to day use - special Enhancement are also available for gamers like increase response time - increase touch sensitivity - change screen color saturatio..."
3485,5,"After satisfactory reviews, I made my decision to buy this device.

As this phone is game centric, but doesn't mean one should play games only. Generic user can use that power to finish daily tasks quicker + 800 series survive longer than mid segment SoC's due to premium cores and materials used. Cameras are good not that bad but don't expect much. Attached some pictures before complete switch.

I have switched from Poco F1 to X3 Pro. So, similar balance with good upgrades.

Overall a good ch..."
3486,4,Phone is great but in high volume back panel shakes very bad...... And the camera should have been better like poco f1.... But it gives a flagship performance in this price range... Good job poco 👍
3487,5,"💠 Very Good Phone....

💠 One Of The Best After Poco F1....

💠 Good Experience With This Phone Still Now From Each Angle....

💠 Thanks To Poco Team For Making This Type Owesome Beast like Handset....

❤️"
3488,5,Excellent💯 powerful and olso beautiful pubg smooth play for 60 fps and camara quality was very very good battery was lond life disain Beautiful😍✨❤
3489,5,Such a very powerful processer and battery life is awesome I also this display britness is very good overall great phone in this price range so always trust tecno
3490,5,"My honest review.
Pros:
Big Display
6000 mah battery
Good charge speed 18W
Notification light
4 Camera with front Punch hole cam looks good.
Feels bit Light weight after having 6000mah battery
Best processor at this price. Helio G80
Many features included.

Cons:
Some unwanted pre-installed apps some are Chinese.
Camera is good but not best.
Only 720p video support. Display Quality is Ok but I'm an OnePlus user I can't compare with a 40k mobile so still it's good display at 10k price.

I ..."
3491,5,Images little bit over in white side in sunlight otherwise good and there is lots of modes available thats amazing. It's worth it for every penny 😎👍👍
3492,5,I'm so happy techno povo looking so beautiful like performance good new freshers buy this thank 🙏💕I love techno povo😘😘😘😘
3493,5,"The best Phone in this budget and also compete with more than 15,000 rupees worth phone.
Also I want to appriciate delivery guy!! He is good person."
3494,5,"Best phone under 10k
Battery last for 2 days
Also supports fast charging
Smooth function
Nice os
Awesome feature
Best ram management in this range
13 month warrenty
Camera is average
If you are looking for camera go for other phone
But if u are satisfied with avg camera and u need good battery than this is best productand fast processor"
3495,4,Super phone at 9k. Except Camera everything is perfectly setup. RAM management is really superv. I don't know why but it is not connected to my smart TV by Screencast.
3496,4,Good phone with long Lasting battery. Don't believe on others review . Have some problem like screen brightness is not much good in sunlight and charger heat while charging but then also it's okay.over all it's a good phone.👍
3497,5,Awesome smartphone with good Features.... Value for money... Nice phone... Loved it
3498,5,"First of all thanks to filpkart for a very fast delivery of this product. I'm ordered the mobile on 11 th December 2020 and get it on my hand in 12 th December 2020.
Now the product details as I used the moblie only 2 day, My opinion are there
1. It's have a massive 6000 maH battery life which get fully charged within 2 hours and 30 minutes.
2. This have a 6.8 inch display which is really very nice for me.
3. Camera in rear and front panel are well worked.
4. The Helio G 80 advanced gaming pr..."
3499,3,"This is my user experience over more than 7 months.
The phone is actually good for the price
But there are also some annoying factors about it.
1.The caller tune or ring beep of person u are calling can't be heard during sometimes .
2. And the Battery life is pretty average and it takes lot of time to get charged.
3.Display is fine for the price but during Direct sunlight it is pretty hard to read what's on the screen
4.The UI is pretty slow to response
Pros
*Speaker is pretty loud and has..."
3500,5,Reviewing after 1 week of use Very good Mobile 😁 I am satisfied truly value for money the battery back is amazing and without headphones 🎧 you can use the radio great phone
3501,5,This budget range best mobile
3502,3,very good
3503,5,nice
3504,4,"Fantabulous phone
Vibrator available here sound good.
Build quality decent"
3505,5,nice phone and the keypads are glittery and osm i loved it
3506,4,"If you want to have a standby phone from r the emergency or the security purposes
This one makes a great deal.
Very basic.
No camera.
No internet.
No complex functions.
Great speaker, sound quality of call.
Network.
Battery 3 days.
Memory Card slot which I have put 2 Gb .
Value for money.
Working fine ☺️ for last three days 😔"
3507,5,It's one thing is so good that radio voice is so clare and radio play without headphones is so great and it is value of money
3508,5,Nice Product
3509,5,"Well its an awesome phone, the battery life is just amazing,its got an awesome display as well as performance,the camera quality is good enough.
It is a great product at this price"
3510,3,"I bought it for a family member, quite not happy with the product , it supports dual sim and all but the camera quality is not appropriate honestly , battery back is good though , but isn’t it obvious as it is an MI device."
3511,5,"Best camera in this price range 😍😍😘😘

Display is decent and battery backup also good.

Buy this if you don't play PUBG etc. For simple day to day use & good camera in budget phone , go for this without any 2nd thought...

Flipkart delivery was also good.."
3512,5,"I brought it for my mother, she is not a very heavy user however this is a good phone at this price range! She is happy with the display and battery backup. I was expecting better with respect to camera quality, but you get what you pay. Happy streaming for my mother.
Not for heavy games. Also please don't count this phone in if you are expecting good camera quality."
3513,4,"Really amazing Phone in this price range.. with superb battery backup, enough internal memory and fast charging also..
And predelivered flipcart Services..... Overall good experience..👌👌👌"
3514,4,"This phone is value for money. Low budget phone so dont expect too much but is a very good phone. Process application smoothly, battery life which is becoming imo these days as phone design are the same battery and camera is the only things tht can be improved. Battery lasts long in full brightness too. Camera is decent, not an iphone camera, but still does the job done. Good light abd exposure will help"
3515,5,Good
3516,4,Good mobile for budget people but not for Gamers.
3517,5,"It was awesome experience
Delivery agent was good...!"
3518,5,Osm mobile phone for this price Rs.
3519,3,"This is my user experience over more than 7 months.
The phone is actually good for the price
But there are also some annoying factors about it.
1.The caller tune or ring beep of person u are calling can't be heard during sometimes .
2. And the Battery life is pretty average and it takes lot of time to get charged.
3.Display is fine for the price but during Direct sunlight it is pretty hard to read what's on the screen
4.The UI is pretty slow to response
Pros
*Speaker is pretty loud and has..."
3520,5,Reviewing after 1 week of use Very good Mobile 😁 I am satisfied truly value for money the battery back is amazing and without headphones 🎧 you can use the radio great phone
3521,5,This budget range best mobile
3522,3,very good
3523,5,nice
3524,4,"Fantabulous phone
Vibrator available here sound good.
Build quality decent"
3525,5,nice phone and the keypads are glittery and osm i loved it
3526,4,"If you want to have a standby phone from r the emergency or the security purposes
This one makes a great deal.
Very basic.
No camera.
No internet.
No complex functions.
Great speaker, sound quality of call.
Network.
Battery 3 days.
Memory Card slot which I have put 2 Gb .
Value for money.
Working fine ☺️ for last three days 😔"
3527,5,It's one thing is so good that radio voice is so clare and radio play without headphones is so great and it is value of money
3528,5,Nice Product
3529,1,"overall good mobile.. but voice is not up to the mark.. yes ringtone sound is good bt while calling someone, the voice is not as good as lava.. If you want to gift to senior citizen, then this is not good.. also font are not good for old persons.. othervise it is good in this price"
3530,4,"nice look, good battery, simply fangtion, superb LED torch,,,,Best prize is flipkart and totally best Micromax kaypaid phone."
3531,3,"All features are good compared to the price, except the speaker, its very low quality. Small chinese toy speaker delivers good voice than this. Unable to differentiate what other person is speaking. Still i prefer to keep the phone because my fathers requirement is torch and that is satisfactory in this phone."
3532,5,Gifted it to my mother and she loves it. Good phone in affordable price 👍.
3533,5,Very good product this is the best phone under 1200 rupees battery backup is awesome screen is large and battery is huge gave me backup for 5 days continuously without charging.
3534,5,Very good mobile for senior citizens. Display size is very large. Speaker volume is very good. Front size is large. Buttons are very good. Auto call recording available in this phone. Thank you flipkart
3535,4,"It's ok for 1000 rs
Battery is 3000mah but it discharges fast
Don't support 8GB memorycards o am using 4GB
Flash light is decent
Looks good
That's it"
3536,5,good torch light Good battery backup good loud speaker for music good call quality over all best keypad mobile this budget
3537,5,Best and cheap in the market. It is not a China make. Happy about it. Make in India product. Battery backup is excellent best suitable for elderly people.
3538,5,With a minimum price this is an awesome mobile in every aspect except camera . I am so happy with this mobile n this is a nice purchase for me . Thanks Flipkart .
3539,5,"I overall like this phone. Good performance, camera, battery is also better not so high. Still I am satisfied with the phone"
3540,4,Good value for money and a phone with good camera and great battery life with fast charging which is a life saver sometimes
3541,4,"1. Very good display & performance
2. Finger print sensor working very fast
3. Sound is excellent in earphone
4. Long battery back 24 to 30hrs for normal usage
5. Nice UI
6. Very Good camera performance

Pros:
1. low light images not good"
3542,4,"Writting this after using for 1 month.
Pros.
1. Camera is too good at this price range.
2. Compact design (Easily usable in one hand).
3. No heavy bloatware installed other than some realme apps.
4. Battery durability is quite good.
5. No heating issue found even after playing PUBG for 3 hours.
Cons.
1. Sometimes photos are over exposed. Camera software optimization needs to be improved.
2. Sound quality is disappointing
3. Display brightness is not enough for a sunny day. You'll get trouble..."
3543,5,best camera and display and best performance in the segment ..... excellent for gaming... pubg experiece is so perfect and the g95 processor gives a best performance
3544,5,"When we talk about a brand loyal person....so here i am....it is pleasure to say that...you are coming to a very superb brand which was already known by Realme....this Realme 7 in mist blue colour is awesome as well as their performance is un-beatable....i mean wow yr.....this hand-set is having a different personality when it was carried whether inside the house or outside in a party or wedding function....what a wonderful performance bro....💓
So i prerer you to purchase this phone....and i..."
3545,5,"Best phone in the range
Camera is better ✔️
Battery backup is ok 👍
Fast charging 💯
Look is must
Perfomence good ⛹️
Aal is very good"
3546,4,"Phone is good for the price, works well I had no problem.
Performance is very good I had little heating problem when I do heavy gaming and multitasking.
Battery life is awesome, charging is very fast.
Build quality is fine, little bit thick and heavy.
Camera is fine, main lens quality is good but ultra wide angle lens is not that great, and the remaining lens are useless.
No noise cancellation mic and call recording.
Display is also good.
Totally phone is good no problems I had face, phone is..."
3547,5,Very awesome mobile. Camera is good but front camera is not that much better. Overall it is better than samsung M21 or M31 if you are planning for these smartphones so change your desigen and buy Realme 7. Charging is tooo good.
3548,5,"GooD d AsomE Mobile, Battery was so gooD and fast charge i love this phonE camera was so nicE"
3549,4,good product for giving your gf 😂😍😂😂
3550,5,amazing phone
3551,5,nice
3552,5,"low value and sufficient product
thanku..."
3553,5,Value for money product.but sometimes fails to detect memory card.
3554,5,nice
3555,5,super. buy it
3556,5,"nice phone in this range
value for money 😂👍"
3557,5,good
3558,5,Good Mobile Phone
3559,5,Nice product and Worth For Money...Quality of handset Body Is very Nice and Gud quality... SPEAKER SOUND Quality is Too clear and that's so gud with High Sound..Battery is Tooooo bigg and Weight... SIMPLY SAID JUST CLOSE YOUR EYES and BUY IT WITH awesome Budget
3560,5,after six days used..bettery backup is superb and speaker too good ..overall it's awsome phone....bt little bit heavy....and it's battery 3200 mAh not 5000 mAh...
3561,5,"I have brought this..Awesome Featured Phone Ever !!! with special features like powerbank option,with this one you can share u r charging,&large speaker ,torch with separate switch,and overall charging capacity is 5000mah and it is truly believable...😍😍😍😍

Go With This One....Lovely Phone With Best Feature At Affordable Price.... Always I Love Flipkart 😍😍😍😍😍😍😍😍"
3562,4,"This is very best mobile to buy it from flipkart, for te cheapest, I would recommend to go with this mobile,
because it's good in screen, camera,... very good in battery backup and charge... except the mobile size remains all very superb"
